binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,duplicate_2,random label num 3,multicollinearity 1,constant_1,correlated w target 2,semi_constant_1,constant_2,corr_feature_class,uniform corr 2,duplicate_1,pd qcut1,correlated w target 1,outliers 1,random choice 4,informative_2,random choice 2,outliers 2,target,min max scaling,semi_constant_2,pd qcut3,random choice 7,random label num 11,informative_1,uniform corr 1,pd qcut2,multicollinearity 3,standard scaling,multicollinearity 4,multicollinearity 2,class
,,,1964-05-29,298.466.5253,,76833 David Row,Loganland,KY,,-0.5734104141533061,,0.33635195753873853,constant_value,-1.223691569536113,q_const_0,constant_value,,0.16504264375057648,1.2102110071114698,Low,,1.1841153793932806,North,-0.5734104141533061,Rand Choice 1,,-1.3633128776473127,196.23779873300325,q_const_0,G3,Monday,label num hi 4,1.2102110071114698,,,-0.0038469452047365086,61082.56351677405,-0.020154326259504095,0.8645168810756914,0
binary_1,Vanessa,Miller,1982-03-10,594.363.2030,smithcharles@example.org,,Port Karen,OK,58458,2.2144115153153194,label num lo 2,-0.7734075229181409,constant_value,4.023039890296745,q_const_0,constant_value,3.067360812619942,0.8043013778424918,2.234279220234308,High,5.329906564552797,0.38662091525221204,North,2.2144115153153194,Rand Choice 2,1.4851993881860535,4.304343391459029,314.9962519104937,q_const_0,G6,Sunday,label num hi 8,2.234279220234308,0.7853597544350547,Q4,0.29766621747226507,53034.10808854526,-0.6837072209440137,0.7052388543874655,1
binary_2,Daniel,King,,001-397-375-8590x48962,wwilliams@example.net,24392 Morris Cape,Port Tonyaberg,CA,,2.1894231949987386,label num lo 3,1.570129771146517,constant_value,5.107596337832554,q_const_0,constant_value,0.19549763862375147,0.8953560191408108,-2.0758252645579036,High,3.809731682149515,-0.8911236013151157,South,2.1894231949987386,Rand Choice 1,4.379123611464674,5.524346571761435,,q_const_0,,Sunday,label num hi 7,-2.0758252645579036,0.9902611424571035,Q4,-1.369192771185491,,-0.4410214872875356,1.6896776715078088,1
,,Garza,1981-12-07,423.691.0863x85532,tammygalvan@example.net,5634 Gonzalez Wall Suite 920,Lindseymouth,IA,55073,-1.0793025221999302,label num lo 3,0.4646915190313694,constant_value,-0.26996366402669114,q_const_0,constant_value,,0.12915835175000778,0.1199368237520968,Low,-1.9511094381115615,0.10241866708528895,South,-1.0793025221999302,Rand Choice 1,5.1566554432930545,-2.124556619672251,323.6989532115739,q_const_0,G3,Monday,label num hi 8,0.1199368237520968,0.44437353635194277,,-1.2337361054478433,,-1.1564726541280088,1.3704500694175803,0
binary_1,Sharon,Dunn,1976-11-13,+1-944-297-9706,ynielsen@example.net,,South Laurenchester,FM,12704,-1.278715331086755,label num lo 1,0.819327383132648,constant_value,,q_const_0,constant_value,2.359815460182476,0.17372479254002893,-1.175983141759193,Low,,1.5082404691370401,North,-1.278715331086755,Rand Choice 2,,-2.168699165620155,,q_const_0,G3,Tuesday,,-1.175983141759193,0.10506515513591036,Q2,-1.185186478339271,31669.44432585193,-1.3068165119410229,0.8945613713724955,0
binary_1,Stephanie,,1978-02-20,+1-461-838-3578,myoung@example.org,286 Donna Mill Apt. 756,,NV,,1.3703972428747702,label num lo 1,0.29890542674792003,constant_value,1.7269753831782912,q_const_0,constant_value,3.571377349138918,0.739474145160578,0.019831868543658926,High,0.3378010717277564,0.11472988456577934,West,1.3703972428747702,Rand Choice 2,,3.151158643707608,351.85426256271074,q_const_0,G6,Friday,,0.019831868543658926,0.13370060512906223,Q4,0.019809649097155956,,-0.5064822011749451,0.755950327302259,1
binary_1,Tina,,1980-08-01,537.824.0136,ricky22@example.com,,Lake Briana,PW,21773,-2.3789961093841905,,-0.4329615710782985,constant_value,,q_const_0,constant_value,1.0779543330389063,0.279314717693653,-1.449412461976522,Low,,0.6366422122253,,-2.3789961093841905,Rand Choice 2,3.623506080344627,-4.444206792968125,,q_const_0,G1,Saturday,label num hi 8,-1.449412461976522,0.30714945510353653,Q1,1.104861833210206,,-0.1380455421038158,-0.12413364268349092,0
binary_2,,,1914-10-13,(299)284-7740,,,,,,-1.6156788462543117,label num lo 1,1.5524823630368876,constant_value,-3.2688014057083166,q_const_0,constant_value,-0.4625699752953296,0.4987943893768575,-0.6280767659331332,Low,-2.137305912210989,-1.9682000538615805,West,-1.6156788462543117,Rand Choice 2,6.869971998099306,-3.052212161475189,,q_const_0,G2,Wednesday,label num hi 3,-0.6280767659331332,0.27152314568129665,Q1,-0.11415310439073731,58009.3361268602,0.02313638505841411,-0.011507174350969197,0
,,Goodwin,,001-883-613-7625,chamberskim@example.org,14563 Justin Shoals,Humphreyton,MO,36194,-1.056985377868481,label num lo 2,0.9839967595737356,constant_value,-1.5555777916454554,q_const_0,constant_value,,0.5866692735602326,-0.41295951406582754,Low,3.832495699854381,-0.21057044449923362,North,-1.056985377868481,Rand Choice 2,,-1.9193073608436877,,q_const_0,G3,Monday,label num hi 4,-0.41295951406582754,,,0.6070570190477423,,0.5928681540003096,-0.1805745607180209,1
,Karen,Conley,1963-04-07,613-302-9470x729,mannrobert@example.net,59369 Nash Wall,Jamesmouth,VA,,-0.7585313086663614,label num lo 2,0.48012446268617265,constant_value,0.8687642548088281,q_const_0,constant_value,-3.6917494922618923,0.24958169406327202,0.7022225993423667,Low,-4.388823152551174,0.3657129006724098,,-0.7585313086663614,Rand Choice 2,,-1.6096606725350284,,q_const_0,G3,Tuesday,label num hi 2,0.7022225993423667,0.4612984099420341,,-0.4556629870788324,52863.608196454086,-0.6931364485395709,0.959582152157718,0
binary_2,Benjamin,Palmer,1982-12-24,8878108231,waltonrobin@example.net,,,SD,,-1.5397899149568985,label num lo 3,-0.9652187665768103,constant_value,-1.8430066582284184,q_const_0,constant_value,-2.5133851684227775,0.16703713468317832,-1.24750884748395,Low,1.0283444682472958,0.5415563116232301,,-1.5397899149568985,Rand Choice 2,1.0261968249894413,-2.7066677049914376,488.72307202069015,q_const_0,G2,Saturday,label num hi 11,-1.24750884748395,0.1536435464566951,,0.10264627613897873,,0.5174945792170885,-0.8280140521743724,0
binary_1,Miranda,Robertson,1980-02-28,4907939701,benjamin39@example.com,3739 Joseph Viaduct,,AL,20544,-1.0411025087047472,,-0.3927536692557818,constant_value,,q_const_0,constant_value,,0.4337904648392117,-1.0151792135118871,Low,-1.167940170471636,-0.9733734534240244,,-1.0411025087047472,Rand Choice 1,4.878735900751761,-1.7073542408108164,345.1685735166942,q_const_0,G3,Monday,,-1.0151792135118871,0.27012133840420344,,-1.1260255229022764,,-0.717076089562508,0.08334275503977945,0
,Grace,Zhang,1954-06-26,692-882-0132x3178,jacksonalan@example.net,552 Mercer Run Suite 333,Edwardsport,MT,86757,0.3505064567410672,,1.0230595094717845,constant_value,,q_const_0,constant_value,-0.2631278787218565,0.19477265750550055,0.516328039000495,High,,0.14288806645503369,East,0.3505064567410672,Rand Choice 1,0.9092241988411898,0.8203179284087657,228.26562063946926,q_const_0,G4,Tuesday,label num hi 6,0.516328039000495,0.849483322564166,Q3,0.8501069938431457,,0.1952845704444276,1.2666730394967927,1
binary_2,Ryan,Sanchez,1945-08-16,001-607-863-5148,melissawatson@example.org,2354 Carmen Green Apt. 069,Port Michael,CO,35892,1.4151259858671823,,-0.9382054020326418,constant_value,0.42436420300114297,q_const_0,constant_value,,0.9834881203704502,1.338418569001626,High,,-3.0146677005995697,North,1.4151259858671823,Rand Choice 2,,2.857341240714227,286.6775036202597,q_const_0,G6,Sunday,label num hi 5,1.338418569001626,0.8124102855680884,Q4,-1.0054383237794609,,,-1.2017317482292,1
binary_2,,Ryan,1937-04-18,985.767.9425,nancywood@example.com,124 Butler Prairie,Edwardview,CO,34754,-0.6021145239090464,label num lo 1,0.34777209577746865,constant_value,-1.5807466066364801,q_const_0,constant_value,4.687630359581927,0.9683873895953676,0.15916318788593964,Low,-0.9041787446413875,-1.43526588081292,North,-0.6021145239090464,Rand Choice 1,,-1.1142283802462272,375.1008942357766,q_const_0,G3,Monday,,0.15916318788593964,0.36436754310739633,Q2,0.09393397543536434,61129.7831993148,0.7868685884032793,0.6241186598958105,0
binary_1,,Bowman,2019-04-16,(868)462-5630,jacob27@example.net,7210 Alvarez Neck,South Brandyfurt,LA,40556,1.6063514204194438,,-0.573176544946317,constant_value,,q_const_0,constant_value,1.8103067737848249,0.5467711718278258,1.3629009558469327,High,-0.9324080591716084,0.1247123670858878,West,1.6063514204194438,Rand Choice 2,,3.2596248341943,,q_const_0,G6,Friday,,1.3629009558469327,0.6981762820922351,,,,2.0067851417535496,-1.7423417128655343,1
binary_2,William,Munoz,1915-01-24,334.738.7471x4168,jenniferhudson@example.net,817 Washington Camp Apt. 400,,PR,,-1.0195357899482316,label num lo 2,1.4384541053318314,constant_value,,q_const_0,constant_value,,0.2844991222413989,0.967854420508534,Low,3.1701037832411076,-3.263032375436699,,-1.0195357899482316,Rand Choice 2,5.54778465819979,-2.247099813983678,,q_const_0,G3,Sunday,label num hi 7,0.967854420508534,0.08712138920120222,,1.1686104346091493,,1.5674843718469624,1.445831285323046,0
binary_2,,Shields,2013-04-24,220.819.3660,joshua41@example.com,404 Colon Terrace Apt. 374,South Kelly,CO,30877,-1.361533801266685,,-1.5462131096934533,constant_value,-0.27633252997333657,q_const_0,constant_value,,0.34515207068032905,-1.1743679415273718,Low,,0.7737618860880114,North,-1.361533801266685,Rand Choice 2,1.9691516670854443,-2.3465357152905564,171.68563295297298,q_const_0,G3,Friday,label num hi 9,-1.1743679415273718,,Q1,-0.020328015965064984,64812.02839717584,-0.33749689270497824,-1.9190551346788294,0
binary_1,,Long,1918-07-29,001-415-241-0774x4986,,843 Kyle Land Suite 160,Pearsonmouth,MO,65120,-2.967792769263669,,-0.2313770692484617,constant_value,-4.631158336475153,q_const_0,constant_value,-0.2092076781796992,0.032450124298459185,-1.525437990833796,Low,,2.4041791909169663,West,-2.967792769263669,Rand Choice 1,,-5.682676627594083,,q_const_0,G1,Monday,,-1.525437990833796,0.0535172086424087,Q1,0.6799392098149868,34848.33136058396,0.6764326002861566,,0
binary_1,,Brown,1988-06-27,+1-500-931-3101x2530,apowers@example.net,5031 Yvette Turnpike,East Brenda,PA,25775,2.2975003083414633,label num lo 2,-1.363626572784221,constant_value,,q_const_0,constant_value,9.33905881626509,0.8645476933127396,2.256808605908069,High,2.9151029833834228,-1.2752415490034137,South,2.2975003083414633,Rand Choice 1,4.344237887445004,4.475624791336939,427.0622539359444,q_const_0,G6,Sunday,,2.256808605908069,,Q4,,,-0.8007069928049272,-1.85049945516497,1
,,Brooks,1958-12-11,429-743-3504x4564,williamsadam@example.net,1951 Brandon Divide Apt. 602,Yvonneborough,AR,36131,1.6590481160212844,,-1.505567362766957,constant_value,,q_const_0,constant_value,,0.9830107057626873,-0.2722054804685804,High,-1.1213784389716972,-5.613241657967826,North,1.6590481160212844,Rand Choice 1,0.19518670570833052,3.855605821576975,227.13174182249904,q_const_0,G6,Saturday,label num hi 1,-0.2722054804685804,0.8432012485809476,Q4,0.35091823935655264,54744.83947440908,0.9645428810204336,-0.5182815276071346,1
,Donald,Aguilar,1965-12-11,650.285.5267x6586,ana87@example.org,,,CO,98528,1.2133734875309548,label num lo 3,-0.781026248742532,constant_value,,q_const_0,constant_value,,0.9230532108899411,-0.9219133704571894,High,-1.9066500642019009,3.342353235780961,,1.2133734875309548,Rand Choice 2,-0.13577934289855031,3.0931452303992852,391.131560203792,q_const_0,G6,Tuesday,label num hi 3,-0.9219133704571894,,Q4,0.36898111884552426,31492.79115050882,1.1114252788987216,-0.25673639241832735,1
,Russell,Whitehead,1980-11-04,+1-912-894-7428x713,tylerestrada@example.net,59911 Jenkins Viaduct Apt. 948,,MH,15377,-0.7716837582725288,label num lo 3,-0.03511903501895715,constant_value,,q_const_0,constant_value,-0.5714171231366927,0.12722955950074932,-0.9826495673138833,Low,-2.4255727395260167,0.8278082463482263,East,-0.7716837582725288,Rand Choice 1,-1.3706648153520873,-1.139994053506539,384.83215309894996,q_const_0,G3,Sunday,label num hi 2,-0.9826495673138833,0.48732947564882456,Q2,0.541164432148117,54823.179134479746,0.9600420165269894,1.232478904301358,0
binary_2,,Barber,1973-08-23,254-875-2787,,921 Ball Glen,New Jessica,MH,70423,3.2048017441282326,,-1.0419813843619494,constant_value,,q_const_0,constant_value,,0.9071407750044902,0.6603828635905034,,,-0.24546190947526056,South,3.2048017441282326,Rand Choice 2,3.1985740363981052,6.8903493735981,300.51704761594846,q_const_0,G6,Monday,label num hi 9,0.6603828635905034,0.8330689326004517,Q4,-0.16678402533537756,29369.98283342454,-0.12359904387820554,-1.5504334234221169,1
,,Cowan,1911-07-29,659-774-7682x8451,lcalhoun@example.net,65030 Lamb Junction,West David,VI,05603,-1.4455341032849864,label num lo 2,1.5612583967474467,constant_value,-2.5082141286603776,q_const_0,constant_value,,0.05392621915833594,1.9300852707145257,Low,-2.6373604055642574,0.6572143323288605,West,-1.4455341032849864,Rand Choice 1,,-3.443706075018001,148.11497597975423,q_const_0,G1,Monday,label num hi 8,1.9300852707145257,0.4871372208578032,Q1,0.9889443421285784,,1.5121190094024715,0.807302525666155,0
binary_1,Robin,Miles,2011-02-20,684.962.5363x950,barnespaul@example.net,9572 Gilbert Valleys,,KY,70628,1.5972814392249186,label num lo 2,0.22373081993077845,constant_value,,q_const_0,constant_value,4.281102202733617,0.5898570573473301,-1.318613721999277,High,,0.03642925075076248,West,1.5972814392249186,Rand Choice 2,4.208911302261837,4.032514547969549,18.421198920107766,q_const_0,G6,Thursday,label num hi 8,-1.318613721999277,,,0.03151984990402463,46504.93442203838,0.2930159353175134,-0.05043699407274687,1
binary_1,,Hall,1930-07-30,,reedkelly@example.org,91439 Benton Inlet,Williamborough,MO,23105,-1.4347088052009522,,-0.5895800379591684,constant_value,,q_const_0,constant_value,,0.48335410509846266,0.6473060079608641,Low,,-0.8638966248777143,North,-1.4347088052009522,Rand Choice 1,,-3.041497420660875,225.76546812968746,q_const_0,G2,Friday,label num hi 11,0.6473060079608641,0.031564129595618655,,-0.18487856036297928,47265.94679002921,-0.24849767491750505,-0.7704036610328819,0
,,Duffy,1966-07-13,690.745.4199,ramseylarry@example.net,,,,,0.4125102519043715,,2.1123909268232093,constant_value,1.9302039545578835,q_const_0,constant_value,1.2339410043017,0.03417220879811011,-0.5349500641235907,High,,,,0.4125102519043715,Rand Choice 1,4.880327523476534,1.2637253335392251,284.04163843830526,q_const_0,G5,Saturday,label num hi 10,-0.5349500641235907,0.6630166541177582,Q3,-1.1603044023994695,,-0.9227858940561947,1.707541703849034,0
,Richard,,1915-08-23,231-245-0085,rgraham@example.com,,,,,1.1686485415245338,,-1.1409372283679355,constant_value,,q_const_0,constant_value,7.0712007068511475,0.7359777873206792,-1.2974126961171988,High,,-3.0496594193942554,East,1.1686485415245338,Rand Choice 2,2.1697373390101706,3.1083145135689323,,q_const_0,G6,Sunday,,-1.2974126961171988,0.8790877480848247,,-0.5987422301481945,54699.667367319045,-0.44445868553281614,-2.64963916745848,1
binary_2,,Avila,1947-03-30,+1-355-842-9255x1672,,,,,,1.9611770946468796,label num lo 1,-1.7541853037574238,constant_value,,q_const_0,constant_value,2.4130958743425546,0.9297770573610049,0.4194294736911304,High,-0.14617034762306425,4.054094388215779,West,1.9611770946468796,Rand Choice 2,1.7566290274433907,4.298268964112054,501.6551546838394,q_const_0,G6,Thursday,label num hi 2,0.4194294736911304,0.7794741871495248,,1.5720160481471845,,1.1090318051788803,-0.775609104336354,1
binary_2,,Smith,1915-05-06,239.226.4714,ssingh@example.org,352 Adrienne Ranch Suite 717,Roweburgh,PA,99916,-2.847456832842845,,-0.5063972681042814,constant_value,,q_const_0,constant_value,,0.2295542326574831,-1.4504483229659255,Low,0.48929192069703564,-0.1401516137401273,West,-2.847456832842845,Rand Choice 1,1.5298628704941932,-5.44712943742837,396.80411169139325,q_const_0,G1,Saturday,label num hi 2,-1.4504483229659255,0.28165097008671036,Q1,0.9607306278861129,,1.020658400362539,-0.28726738155564485,0
,,Jones,1960-07-29,+1-405-900-3957x513,landrews@example.org,10836 Garcia Port,West Haley,ID,,0.9254213345020132,,0.5864809032711602,constant_value,2.923930310943994,q_const_0,constant_value,,0.2988336368972988,-0.46048713364393645,High,,-3.904713759177205,East,0.9254213345020132,Rand Choice 1,,2.340144657360425,426.0838188253715,q_const_0,G5,Friday,label num hi 2,-0.46048713364393645,0.7661415466999655,,0.3793344591670754,,0.8449502275546336,,0
binary_2,,Sanders,1971-05-26,+1-741-680-2895x756,,99043 Lee Ville,Johnstonland,MS,68355,0.32870621986080795,label num lo 2,-0.7350516139850154,constant_value,,q_const_0,constant_value,,0.7464733702860366,0.14044364455231795,High,1.1174898284311285,-0.011107140180574815,West,0.32870621986080795,Rand Choice 1,0.8260819965301405,0.8846952356751921,376.05938557456733,q_const_0,G4,Saturday,label num hi 3,0.14044364455231795,0.7857952481091666,,0.2559692212418943,,-0.3817146151530383,-1.0067538330199297,1
binary_2,,Alvarez,1968-11-06,816-669-2217x86528,danielchapman@example.com,02770 Erik Terrace Suite 846,Danielleburgh,PR,,-1.3580618573630545,label num lo 1,1.7059897649439824,constant_value,,q_const_0,constant_value,2.7387789814781027,0.04164417127815711,0.5028902813014561,,2.6527249849810683,-0.8606603644630209,,-1.3580618573630545,Rand Choice 1,,-2.834683842146246,224.25595783104507,q_const_0,G2,Thursday,,0.5028902813014561,0.09470304310773042,Q1,0.7027588746716545,,0.3651395814862192,0.2034404639479358,0
binary_1,Pamela,Mueller,1991-10-03,+1-487-908-9838x9299,,,,,,1.8392380079403248,label num lo 3,-0.9191597260585925,constant_value,0.27837118071162514,q_const_0,constant_value,0.8978630599191633,0.5802439467370459,2.1744277323450603,High,8.316685429582432,-0.8008474899863929,East,1.8392380079403248,Rand Choice 2,,3.518577709600781,414.5111522160841,q_const_0,,Friday,label num hi 7,2.1744277323450603,,Q4,-0.7153072537750375,42626.915582515314,-0.36618104113562416,-1.1343222075392807,1
,,Young,1971-09-07,+1-882-566-6850x678,kristen77@example.com,95879 Li Isle Apt. 902,North Gregory,TX,19203,1.6486536654045474,,2.30835455881602,constant_value,3.411897542534301,q_const_0,constant_value,,0.6429998815160296,1.772779512400588,High,,3.1262648308790526,South,1.6486536654045474,Rand Choice 2,,3.229109120527621,372.2663784059966,q_const_0,G6,Thursday,label num hi 7,1.772779512400588,0.36210335564439633,,-1.425225739068169,,-1.2621591852675762,2.108226364787156,1
binary_2,,Suarez,1950-12-10,5142298493,browntracy@example.com,8940 Adam Ranch Apt. 896,East Dalefort,SD,78625,-1.35053303620924,label num lo 3,-0.8366725597565929,constant_value,,q_const_0,constant_value,-0.9855819153565912,0.5264078342494313,-1.0328860863319582,Low,,0.16598889180489548,,-1.35053303620924,Rand Choice 2,2.2152112626242335,-2.36478108302797,281.8094378691519,q_const_0,,Wednesday,label num hi 3,-1.0328860863319582,0.6228373265762627,,,,0.802637383219569,-0.3579568086837774,0
binary_1,Colleen,Marshall,1964-08-09,+1-618-665-5988,,6850 Ford Gardens,Meganhaven,MP,,1.7775060441999446,,0.5152889546872556,constant_value,,q_const_0,constant_value,,0.40871211937701374,1.7985104645464864,High,2.8042016785215917,0.22143472388010235,,1.7775060441999446,Rand Choice 2,0.08658124403286438,3.4974492258948375,383.8775470266132,q_const_0,G6,Sunday,label num hi 8,1.7985104645464864,0.3575195621257018,Q4,0.09674319473702328,,0.2899600313648023,-0.40371870074491456,1
,Paul,,1915-03-20,6389293803,fyang@example.net,24194 Marie Island Apt. 342,,AK,84763,-1.1338906253518313,label num lo 3,0.6739960173384772,constant_value,,q_const_0,constant_value,,0.06384688900679729,-0.8336241252841264,Low,-1.4830443012944738,0.7320243098153747,East,-1.1338906253518313,Rand Choice 1,,-1.9597084787454306,479.3122498096529,q_const_0,G3,Wednesday,label num hi 10,-0.8336241252841264,0.2902008576965732,,-0.5880932923200485,,0.1971830277422503,-0.029148967130281478,0
binary_2,,Crane,1966-05-30,576.603.8692,garciajoseph@example.org,190 Cook Plaza,Port Jason,AK,45922,0.8990672670811085,,0.1732051990354383,constant_value,,q_const_0,constant_value,,0.8353335103460235,0.7269340172499275,High,-0.014399022561140562,0.09019074449704843,South,0.8990672670811085,Rand Choice 2,,1.9328561643097943,300.32685697582525,q_const_0,G5,Sunday,label num hi 3,0.7269340172499275,0.827282665283114,,-0.7702443173126832,,,0.7384353411502181,1
,,Quinn,1917-09-24,445-750-3645,hreynolds@example.org,80901 Cardenas Mission Suite 536,,WA,22574,-2.756305505281615,label num lo 2,1.1976019339128268,constant_value,,q_const_0,constant_value,1.6762897467323878,0.2410331906645562,-1.6307708362138578,Low,1.7953357520719182,2.8669726317181334,South,-2.756305505281615,Rand Choice 2,,-5.198644645293998,,q_const_0,G1,Tuesday,label num hi 1,-1.6307708362138578,0.19032337171414376,Q1,0.9188241829287495,55092.91036231343,0.17963544662472872,1.0284795591998135,0
binary_1,Kelly,Kirk,1946-09-13,(209)551-4198x462,emily64@example.com,828 Timothy Way,New Charlesbury,IN,07396,-0.9889464662027725,,-0.12514877175731487,constant_value,,q_const_0,constant_value,,0.5231969741676068,0.30681408325418447,Low,-1.9177688489354745,1.1085486063652759,West,-0.9889464662027725,Rand Choice 2,2.216707334431637,-1.98627231869273,418.6680245745166,q_const_0,G3,Monday,label num hi 6,0.30681408325418447,0.8152086148580009,Q2,0.5733168907864429,,0.25800087499708924,0.08253923258505867,0
binary_2,Daniel,Elliott,2001-12-31,4017330719,danielperez@example.org,91021 Bailey Brooks,,CO,28588,-1.7424787203692578,label num lo 1,-0.3648660548042061,constant_value,,q_const_0,constant_value,0.49086874619316867,0.463873885800307,-1.3941596748562342,Low,-5.273226324696402,-1.5399994880399104,West,-1.7424787203692578,Rand Choice 2,,-3.097403201072563,342.05249735368244,q_const_0,G2,Friday,,-1.3941596748562342,0.1915933538897472,,0.9146286092554732,,0.6461742578706698,-0.9846081857683296,1
binary_1,,White,2010-07-11,389-604-5343,estradakaitlyn@example.com,7740 Rebecca Roads,Michaelmouth,OR,54536,-1.282664087675575,label num lo 3,0.4119176367468467,constant_value,-0.5006483418140621,q_const_0,constant_value,,0.19779859806892547,0.22233930594704887,Low,,1.3970625345075651,,-1.282664087675575,Rand Choice 2,,-2.5903212291134534,,q_const_0,G2,Sunday,label num hi 11,0.22233930594704887,0.659598878019744,Q1,-1.2883961168842357,49410.22924618906,-1.3760901108239583,0.8016365765984858,0
,Susan,Foster,1927-06-21,001-702-480-2088x627,,904 Levi Squares,West April,ID,82337,-1.370085159458374,,-0.3577522989720021,constant_value,-1.126909111844917,q_const_0,constant_value,4.766321456339602,0.17139643379735992,2.370541664545275,Low,,-0.3426329873870319,South,-1.370085159458374,Rand Choice 1,2.6244381938052115,-3.41227161849385,205.85560495929408,q_const_0,G1,Tuesday,label num hi 3,2.370541664545275,0.10163807982719364,Q1,-0.07880645924075963,51161.98027285198,0.30188861047946,-0.44850202051364757,0
binary_1,,Mckenzie,1926-05-09,(403)778-3313,gjohnson@example.org,3404 Howard Via,,ND,19208,1.2061401472109812,label num lo 1,-1.2305347132350113,constant_value,2.0755232025027697,q_const_0,constant_value,,0.641481316713877,1.1659080801227226,High,2.457174083707011,-0.10731777415270784,South,1.2061401472109812,Rand Choice 2,,2.460761193298983,441.4456144475239,q_const_0,G5,Thursday,,1.1659080801227226,0.9800763992418698,Q4,0.09512172691599388,,0.3517583913625407,-0.37778988158075777,1
,Russell,Horton,1957-11-13,576-679-7636x12790,jeanettejoseph@example.com,841 Christina Prairie Apt. 871,East Sandra,UT,,1.2794645156271893,label num lo 2,0.7146380184326767,constant_value,,q_const_0,constant_value,6.984408476325956,0.7798179125981448,1.2807941433384684,High,-0.7517407501788149,-0.2465366742678157,South,1.2794645156271893,Rand Choice 1,0.9901015554888106,2.583842814102003,161.86686727265547,q_const_0,G5,Friday,label num hi 6,1.2807941433384684,0.8252848944344187,Q4,-0.018139280081347582,43312.51961941231,0.4704291669948525,0.5139801667150021,1
binary_2,Dean,Rojas,1937-06-04,554-547-4598,randygarcia@example.org,20212 Brooks Ridges Apt. 300,Leestad,CT,40879,0.6835650846483708,label num lo 3,1.7411952826676265,constant_value,2.1011698133198387,q_const_0,constant_value,,0.49035136946803476,1.0395947858326746,High,,0.5345916456628508,West,0.6835650846483708,Rand Choice 1,,1.378966391585098,,q_const_0,,Sunday,,1.0395947858326746,0.1894493670794984,Q3,-0.28027450601340836,,-0.4113438112190974,1.078167280642225,1
binary_1,,Riley,1923-12-06,421-365-8505,bmitchell@example.net,92204 Kathryn Crescent,,NV,,0.9906596212461922,,-0.2068450996123281,constant_value,5.78755786469168,q_const_0,constant_value,2.5532586986067702,0.9597813494733337,-2.5672716283403187,,,-0.3811221109792042,West,0.9906596212461922,Rand Choice 1,1.6909664008740377,3.102351828106444,360.0384709787378,q_const_0,G6,Wednesday,,-2.5672716283403187,0.8900049285347649,,-0.039328950390834595,49701.903741769136,0.28564886016679203,-0.6427177028011956,1
binary_1,Samantha,,1964-11-05,4248062732,kristenwilliams@example.net,236 Todd Streets Apt. 665,Larsonmouth,IN,90413,0.6955191666160299,label num lo 1,-0.6036277807144087,constant_value,,q_const_0,constant_value,,0.5548691894966048,-0.571308281951504,High,,0.14342417698519225,West,0.6955191666160299,Rand Choice 2,,1.8805438996639685,,q_const_0,G5,Saturday,label num hi 10,-0.571308281951504,0.6755784968558108,Q3,0.17256457236403566,60323.97377486706,0.7445120567848084,-0.7305262433529557,0
binary_1,Jody,Hobbs,2002-05-23,623-545-9568x253,,,,,,-1.6136710031913029,label num lo 3,-0.42361132357060216,constant_value,,q_const_0,constant_value,,0.3151378654433377,-1.221291173124094,,,0.8149110487768212,North,-1.6136710031913029,Rand Choice 2,,-2.8726338193242995,353.0259258972078,q_const_0,G2,Monday,label num hi 3,-1.221291173124094,0.17685590572513288,Q1,,,-1.1252211388450872,0.2415377352523695,0
,,Hogan,2004-08-06,6083896404,melissapowers@example.org,2689 Nunez Shore Apt. 668,New Jordan,CT,,-2.6211340231214937,label num lo 1,0.8851078753041218,constant_value,,q_const_0,constant_value,0.9588953289799982,0.2172368223583943,-1.4545282567416151,Low,,-1.0702625034264834,,-2.6211340231214937,Rand Choice 1,2.0449679588475114,-4.9612439348589685,,q_const_0,,Friday,label num hi 8,-1.4545282567416151,0.46023224623837317,Q1,-1.4532633139065205,,-1.3208917363353543,0.8636004354014923,0
binary_1,Ashley,,1927-01-03,+1-771-892-5257x889,jennifer81@example.org,6349 Jesse Bypass,North Maryshire,WY,20773,1.3166598681276287,label num lo 3,-0.4750903235587866,constant_value,1.2467995342569216,q_const_0,constant_value,,0.9567742990998531,1.307456341390899,High,-0.13677828572759676,0.7694350867443633,West,1.3166598681276287,Rand Choice 2,,2.655620312745675,,q_const_0,G5,Wednesday,,1.307456341390899,0.6969047641565833,Q4,0.08468839090931442,51293.99720937798,,-1.0022307155620662,1
binary_2,James,,1952-08-25,001-829-803-8907x401,ugarcia@example.com,,,,,-0.6947894496050705,label num lo 2,-0.18850930533935872,constant_value,,q_const_0,constant_value,,0.24345907682870077,-0.8662835692355215,Low,2.422998652010727,4.0229417689249525,,-0.6947894496050705,Rand Choice 2,3.2496262076070974,-1.0097045325289247,266.32865319580907,q_const_0,G4,Monday,label num hi 5,-0.8662835692355215,0.6901158390320922,,-0.25725221382262975,,-0.5689056783157277,-0.8085679933711225,0
